"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,4.3,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,4.3,"P","Provisional value"
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","RATIO","Ratio","0","Units",,,4.2,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","RATIO","Ratio","0","Units",,,4.1,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","RATIO","Ratio","0","Units",,,4.4,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,4.2,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,4.2,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","RATIO","Ratio","0","Units",,,4.2,,
"NLD","Netherlands","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","RATIO","Ratio","0","Units",,,4.1,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.323,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.333,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.349,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.33,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.324,,
"NZL","New Zealand","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.323,,
"NZL","New Zealand","STDG","Standard error Gini (post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","SE","Standard-error","0","Units",,,0.005,,
"NZL","New Zealand","STDG","Standard error Gini (post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","SE","Standard-error","0","Units",,,0.005,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.454,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","0_TO_1","0-1 scale","0","Units",,,0.461,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","0_TO_1","0-1 scale","0","Units",,,0.462,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","0_TO_1","0-1 scale","0","Units",,,0.455,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","0_TO_1","0-1 scale","0","Units",,,0.454,,
"NZL","New Zealand","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","0_TO_1","0-1 scale","0","Units",,,0.453,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,1.22,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,1.3,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,1.43,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,1.3,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,1.24,,
"NZL","New Zealand","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","RATIO","Ratio","0","Units",,,1.22,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P10","Interdecile ratio P90/P10","0","Units",,,4.3,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"NZL","New Zealand","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P90P10","Interdecile ratio P90/P10","0","Units",,,4.2,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,2.1,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P90P50","Interdecile ratio P90/P50","0","Units",,,2.1,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P90P50","Interdecile ratio P90/P50","0","Units",,,2.1,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P90P50","Interdecile ratio P90/P50","0","Units",,,2.1,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P90P50","Interdecile ratio P90/P50","0","Units",,,2,,
"NZL","New Zealand","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P90P50","Interdecile ratio P90/P50","0","Units",,,2.1,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,2,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","P50P10","Interdecile ratio P50/P10","0","Units",,,2,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","P50P10","Interdecile ratio P50/P10","0","Units",,,2.1,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","P50P10","Interdecile ratio P50/P10","0","Units",,,2,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","P50P10","Interdecile ratio P50/P10","0","Units",,,2.1,,
"NZL","New Zealand","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","P50P10","Interdecile ratio P50/P10","0","Units",,,2,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","RATIO","Ratio","0","Units",,,5.2,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","RATIO","Ratio","0","Units",,,5.3,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","RATIO","Ratio","0","Units",,,5.8,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","RATIO","Ratio","0","Units",,,5.3,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","RATIO","Ratio","0","Units",,,5.3,,
"NZL","New Zealand","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","RATIO","Ratio","0","Units",,,5.2,,
"NOR","Norway","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","0_TO_1","0-1 scale","0","Units",,,0.285,,
